MN,TN,TC,SI,M,AL1,AL2,AL3,AL4,ATP,ATB,TL1,TL2,TL3,TL4,AT,AB,AP,CP,CS,CD,Disabled?,Beached?,SR,DTS,D,DR,ORG,Comments,EID,C,T,PMD,G,DT
55,33,B2,MLM,1,0,0,0,2,0,0,0,3,0,1,3,4,0,0,0,1,0,0,1,2,0,-1,3,Pretty consistent. Got beached for a bit but got off again with help. Something was wrong/stuck and couldn,2025iri,8,67,1.3,43%,#REF!
55,2767,R1,AD,1,0,0,0,1,0,2,0,0,0,0,1,6,0,0,0,1,0,0,1,1,1,5,2,Defense couldn’t be judged well,2025iri,6,58,1,30%,#REF!
55,3357,B1,JDS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,0,Lost comms very early into tele and did not play anymore during the match.,2025iri,0,10,0.6,2%,#REF!
56,1768,R1,AD,1,1,0,0,3,0,0,2,5,6,2,2,1,0,0,0,1,0,0,2,2,0,-1,4,,2025iri,16,98,1.6,85%,#REF!
56,125,B3,SH,1,0,0,0,2,0,0,0,5,4,3,2,1,2,0,0,1,0,0,1,1,0,-1,3,Some times Coral slips out from scoring mech and they have to re-acquire from wall,2025iri,15,89,1.1,72%,#REF!
56,2832,B2,MLM,1,0,0,0,2,0,0,0,5,3,2,4,4,0,0,0,1,0,0,1,1,0,-1,3,Super steady at scoring and acquiring. Slightly slower pace and only missed once when robot lined up wrong on opposite face of reef.,2025iri,14,90,1.1,74%,#REF!
56,2075,R2,AGS,1,0,0,0,1,0,2,0,3,4,1,0,0,2,0,0,1,0,0,1,1,0,-1,2,Struggles at HP station,2025iri,10,60,1,33%,#REF!
56,1024,B1,JDS,1,1,0,0,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,1,1,0,-1,2,Missed a few. Slow acquire from slide.,2025iri,9,43,1,14%,#REF!
57,694,R2,AGS,1,0,0,0,3,0,0,6,2,2,2,0,5,0,0,0,1,0,0,1,2,0,-1,3,,2025iri,17,102,1.3,89%,#REF!
57,1741,B2,MLM,1,0,0,0,2,0,0,0,4,4,4,0,0,0,1,0,0,0,0,0,1,0,-1,2,Slow. Looked very tippy when they tried to adjust when scoring L4. Inconsistent.,2025iri,12,65,0.8,40%,#REF!
57,1833,R1,AD,1,1,0,0,1,0,0,1,4,4,2,0,0,0,0,0,1,0,0,2,1,0,-1,2,,2025iri,11,65,1.2,40%,#REF!
57,449,B1,JDS,1,0,0,0,0,0,0,1,2,0,0,0,8,0,0,0,1,0,0,1,1,0,-1,3,Focused algae. Slow l2 scoring.,2025iri,11,71,1.1,50%,#REF!
57,1732,B3,SH,1,0,0,0,3,0,0,0,2,4,3,2,1,0,0,0,0,0,0,1,1,0,-1,2,ReScout - iPad being wonky,2025iri,10,67,1,43%,#REF!
58,868,B2,MLM,1,0,0,0,4,0,0,0,4,5,2,3,4,1,0,0,1,0,0,1,2,0,-1,3,Pretty good play. Successfully and efficiently scored all gamepieces. Also handled redirection well when robot switched from scoring in barge to processor instead.,2025iri,16,113,1.3,96%,#REF!
58,2491,R1,AD,1,0,0,0,4,0,0,1,2,1,1,3,8,2,0,0,1,0,0,2,2,0,-1,4,,2025iri,15,116,1.6,97%,#REF!
58,3767,R2,AGS,1,0,0,0,1,0,0,1,6,5,1,0,0,0,1,0,0,0,0,1,1,0,-1,2,Drops coral,2025iri,13,55,1,26%,#REF!
58,2491,B1,JDS,1,0,0,0,1,0,2,0,4,4,2,0,0,1,0,0,1,0,0,1,1,0,-1,2,Stole an algae from opponents in auton.,2025iri,11,64,1,39%,#REF!
58,4926,B3,CB,1,0,0,0,2,0,0,0,4,4,0,0,0,0,0,0,1,0,0,1,0,0,-1,1,Slow and can,2025iri,8,57,0.7,28%,#REF!
59,5687,R1,AD,1,0,0,0,4,0,0,4,9,4,1,2,2,0,0,0,0,0,0,2,2,0,-1,4,,2025iri,20,99,1.6,86%,#REF!
59,1987,R2,AGS,1,0,0,0,1,0,2,1,3,6,5,0,1,0,0,0,1,0,0,1,1,0,-1,2,Drops coral,2025iri,16,88,1,71%,#REF!
59,302,B2,MLM,1,0,0,0,3,0,0,2,4,4,1,2,3,0,0,0,1,0,0,1,1,0,-1,2,Not the best but pretty steady. Not terrible.,2025iri,14,91,1,75%,#REF!
59,7457,B3,RH,1,0,0,0,2,0,0,4,2,2,4,0,2,0,0,0,1,0,0,1,2,0,-1,3,,2025iri,14,83,1.3,63%,#REF!
59,9032,B1,JDS,1,0,0,0,1,0,0,8,1,0,0,0,2,0,0,0,1,0,0,1,1,0,-1,2,A stopped after l4. Restored an l2 they descored,2025iri,11,53,1,23%,#REF!
60,111,R1,AD,1,0,0,0,0,0,0,3,8,7,3,0,3,0,0,0,1,0,0,2,2,0,-1,4,,2025iri,24,106,1.6,91%,#REF!
60,111,R3,HM,1,0,0,1,0,0,2,3,9,4,4,1,1,0,0,0,1,0,0,1,1,0,-1,3,,2025iri,21,96,1.1,82%,#REF!
60,3494,B1,JDS,1,0,1,2,0,0,0,0,7,4,0,0,0,1,0,0,1,0,0,1,1,0,-1,2,"Slow cycling, maybe because of ground infeed?",2025iri,12,72,1,51%,#REF!
60,4145,B2,MLM,1,0,0,0,2,0,0,0,2,3,2,3,3,1,0,0,1,0,0,1,2,0,-1,3,Missed 1/3 coral auto. Pretty good otherwise. Clean cycles.,2025iri,11,79,1.3,58%,#REF!
60,1023,R2,AGS,1,0,0,0,3,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,2,1,6,3,Stealing algae,2025iri,7,62,1.283333333,36%,#REF!
60,3663,B3,RH,1,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,1,0,-1,3,,2025iri,6,34,1.1,8%,#REF!
61,4143,B1,SE,1,0,0,0,1,0,0,4,1,5,4,0,0,1,1,0,0,0,0,1,1,0,-1,2,Clean at ground infeed.,2025iri,15,65,1,40%,#REF!
61,9015,R3,JF,1,0,0,0,3,0,0,0,5,5,3,0,0,0,0,0,0,0,0,1,1,0,-1,2,Have a four piece auto but missed one,2025iri,13,74,1,54%,#REF!
61,5907,R1,AD,1,0,0,0,1,0,1,0,2,3,1,4,1,2,1,0,0,0,0,1,0,0,-1,1,,2025iri,9,47,0.7,18%,#REF!
61,2481,B3,RH,1,0,0,0,1,0,0,0,2,3,3,0,1,0,0,0,0,0,0,1,1,0,-1,2,,2025iri,9,49,1,18%,#REF!
61,3414,B2,MLM,1,0,0,0,3,0,0,0,0,0,1,1,3,2,0,0,1,0,0,1,0,0,-1,1,Nope. They kept almost scoring the algae and had to run after them too many times. Inconsistent and probably unreliable.,2025iri,6,67,0.7,43%,#REF!
61,3357,R2,AGS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,Seems like drivetrain issues,2025iri,0,0,0.733333333,0%,#REF!
62,9245,B1,SE,1,0,0,2,0,0,0,0,10,7,0,0,0,0,0,0,1,0,0,1,2,0,-1,3,Very quick under no defense.,2025iri,17,85,1.3,66%,#REF!
62,118,B3,RH,1,0,0,0,3,0,0,9,0,0,0,0,2,4,0,0,1,0,0,2,1,0,-1,4,Ya nasa robot looks like nasa robot,2025iri,15,82,1.4,62%,#REF!
62,2826,R1,AD,1,0,0,0,1,0,0,7,3,4,1,2,0,0,0,0,1,0,0,1,2,0,-1,2,,2025iri,15,66,1.2,42%,#REF!
62,4590,B2,MLM,1,0,0,0,0,0,0,0,0,1,5,1,6,0,0,0,1,0,0,1,1,0,-1,2,Gonna be honest I completely missed auto cause I was zoned out. Seemed pretty decent in tely tho.,2025iri,12,80,1,59%,#REF!
62,10021,R2,AGS,1,0,0,0,1,0,0,0,4,2,3,1,0,0,1,0,0,0,0,1,1,0,-1,2,Coral stuck in belly pan for a bit,2025iri,9,45,1,16%,#REF!
62,1086,R3,JF,1,0,0,0,2,0,0,0,1,1,5,2,1,0,1,0,0,0,0,1,0,0,-1,2,Seemed to be messing up their controls a ton going to different levels,2025iri,8,55,0.8,26%,#REF!
63,1690,R2,AGS,1,0,2,0,2,0,0,11,3,6,2,0,0,2,0,0,1,0,0,1,1,0,-1,2,,,24,110,,94%,#REF!
63,341,B1,JDS,1,0,0,0,2,0,0,9,4,4,3,0,1,0,0,0,1,0,0,2,2,0,-1,4,Very good l1 cycles.,,21,96,,82%,#REF!
63,33,R1,AD,1,1,0,0,2,0,0,2,6,6,3,1,1,0,0,0,1,0,0,2,2,0,-1,4,,,18,99,,86%,#REF!
63,4028,B2,MLM,1,0,0,0,1,0,2,1,2,2,1,1,8,0,1,0,0,0,0,1,2,0,-1,3,Missed last algae of auto and didn’t lift off of ground even though climber actuated.,,14,79,,58%,#REF!
63,125,R3,JF,1,0,0,0,2,0,0,1,0,2,2,3,7,0,0,0,1,0,0,1,1,0,-1,2,They have to drop the coral from their robot to L1,,12,91,,75%,#REF!
63,2137,B3,RH,1,0,0,0,1,0,0,0,2,2,3,0,1,0,0,0,0,0,0,1,1,0,-1,2,,,8,45,,16%,#REF!
64,3276,B2,MLM,1,0,0,0,1,0,3,1,2,7,5,1,2,1,0,0,1,0,0,1,2,0,-1,3,Really clean. Put up some decent cycles while having to work around a dead teammate.,,18,99,,86%,#REF!
64,868,R1,AD,1,0,0,0,3,0,0,1,3,4,3,1,4,0,0,0,1,0,0,0,1,0,-1,2,,,15,102,,89%,#REF!
64,1732,B1,JDS,1,0,0,0,3,0,0,0,5,5,2,0,2,1,0,0,1,0,0,1,1,0,-1,3,Did good but not great. Sat trying to do an l4 when their teammate was in the was instead of going somewhere else.,,15,97,,84%,#REF!
64,1741,R3,RB,1,0,0,0,1,0,1,1,5,3,2,0,0,0,1,0,0,0,0,1,2,0,-1,3,,,11,49,,18%,#REF!
64,2832,R2,AGS,1,0,0,0,2,0,0,0,3,4,3,0,0,0,0,0,1,0,0,1,1,0,-1,2,Throws lots of coral,,10,69,,47%,#REF!
64,8044,B3,KA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,2,They disabled right after auton,,0,13,,2%,#REF!
